idPlayer,id
11772,1
11810,1
11864,1
11880,1
11905,1
11917,1
11938,1
11952,1
12009,1
12018,1
12184,1
12192,1
12233,1
12278,1
12390,1
12399,1
12405,1
12451,1
12500,1
12554,1
12577,1
12604,1
12628,1
12660,1
12668,1
12773,1
12784,1
12793,1
12811,1
2,2
7,2
20,2
89,2
105,2
106,2
134,2
197,2
233,2
266,2
284,2
303,2
399,2
403,2
514,2
532,2
537,2
541,2
556,2
609,2
615,2
676,2
684,2
712,2
732,2
749,2
782,2
792,2
807,2
855,2
968,2
993,2
1045,2
1070,2
1079,2
1082,2
1122,2
1142,2
1183,2
1191,2
1199,2
1211,2
1243,2
1244,2
1290,2
1320,2
1351,2
1363,2
1399,2
1421,2
1487,2
1499,2
1503,2
1520,2
1560,2
1602,2
1624,2
1661,2
1691,2
1695,2
1755,2
1803,2
1821,2
1829,2
1855,2
1868,2
1870,2
1884,2
1906,2
1996,2
2034,2
2043,2
2063,2
2130,2
2146,2
2159,2
2208,2
2233,2
2240,2
2279,2
2280,2
2377,2
2385,2
2393,2
2444,2
2525,2
2545,2
2560,2
2586,2
2615,2
2642,2
2712,2
2737,2
2741,2
2803,2
2866,2
2873,2
2902,2
2909,2
2935,2
2938,2
2944,2
2973,2
2985,2
2994,2
3054,2
3071,2
3093,2
3144,2
3182,2
3184,2
3207,2
3231,2
3268,2
3278,2
3343,2
3389,2
3400,2
3443,2
3447,2
3504,2
3535,2
3593,2
3620,2
3621,2
3625,2
3650,2
3730,2
3742,2
3784,2
3801,2
3830,2
3854,2
3860,2
3863,2
3953,2
3970,2
4044,2
4046,2
4216,2
4255,2
4266,2
4283,2
4288,2
4296,2
4306,2
4322,2
4331,2
4370,2
4380,2
4384,2
4446,2
4450,2
4468,2
4497,2
4517,2
4519,2
4536,2
4568,2
4607,2
4626,2
4734,2
4741,2
4750,2
4767,2
4786,2
4852,2
4911,2
4927,2
4940,2
5002,2
5006,2
5012,2
5049,2
5089,2
5105,2
5250,2
5290,2
5291,2
5375,2
5405,2
5438,2
5447,2
5460,2
5484,2
5500,2
5510,2
5619,2
5677,2
5680,2
5700,2
5747,2
5772,2
5776,2
5824,2
5828,2
5835,2
5841,2
5884,2
5930,2
5940,2
5944,2
5956,2
5969,2
5983,2
5984,2
5994,2
6036,2
6037,2
6118,2
6119,2
6197,2
6228,2
6267,2
6281,2
6295,2
6327,2
6330,2
6380,2
6466,2
6467,2
6513,2
6566,2
6584,2
6589,2
6609,2
6613,2
6642,2
6661,2
6690,2
6728,2
6791,2
6803,2
6835,2
6836,2
6895,2
6929,2
6942,2
6956,2
6993,2
7015,2
7039,2
7043,2
7084,2
7097,2
7107,2
7140,2
7160,2
7161,2
7227,2
7281,2
7319,2
7352,2
7397,2
7405,2
7420,2
7445,2
7456,2
7502,2
7535,2
7554,2
7654,2
7671,2
7696,2
7767,2
7771,2
7823,2
7832,2
7943,2
7970,2
7994,2
8018,2
8031,2
8033,2
8047,2
8094,2
8119,2
8124,2
8164,2
8165,2
8175,2
8203,2
8227,2
8243,2
8342,2
8353,2
8365,2
8389,2
8399,2
8415,2
8493,2
8521,2
8602,2
8604,2
8638,2
8643,2
8678,2
8707,2
8709,2
8737,2
8757,2
8798,2
8885,2
8926,2
9008,2
9046,2
9056,2
9060,2
9063,2
9094,2
9096,2
9101,2
9108,2
9145,2
9204,2
9225,2
9295,2
9333,2
9349,2
9372,2
9416,2
9420,2
9422,2
9446,2
9483,2
9542,2
9564,2
9584,2
9619,2
9635,2
9712,2
9718,2
9774,2
9792,2
9855,2
9866,2
9963,2
9971,2
10011,2
10022,2
10084,2
10110,2
10131,2
10148,2
10177,2
10232,2
10244,2
10249,2
10327,2
10337,2
10366,2
10375,2
10401,2
10450,2
10474,2
10480,2
10488,2
10492,2
10545,2
10597,2
10655,2
10665,2
10671,2
10686,2
10689,2
10696,2
10697,2
10700,2
10703,2
10763,2
10779,2
10798,2
10811,2
10848,2
10867,2
10955,2
10984,2
10992,2
11001,2
11061,2
11139,2
11173,2
11227,2
11245,2
11268,2
11308,2
11342,2
11355,2
11358,2
11372,2
11385,2
11397,2
11400,2
11402,2
11450,2
11510,2
11532,2
11556,2
11557,2
11705,2
11844,2
11862,2
11876,2
11886,2
11924,2
11933,2
11946,2
11970,2
12000,2
12001,2
12017,2
12065,2
12113,2
12116,2
12165,2
12193,2
12205,2
12228,2
12232,2
12275,2
12296,2
12302,2
12307,2
12356,2
12420,2
12450,2
12482,2
12494,2
12515,2
12563,2
12566,2
12583,2
12625,2
12678,2
12701,2
12703,2
12759,2
12776,2
12804,2
12809,2
12820,2
12832,2
3,3
13,3
32,3
33,3
104,3
129,3
209,3
237,3
306,3
318,3
355,3
391,3
409,3
422,3
437,3
452,3
483,3
489,3
492,3
544,3
600,3
614,3
661,3
717,3
739,3
743,3
771,3
861,3
894,3
922,3
949,3
969,3
1033,3
1067,3
1084,3
1107,3
1117,3
1170,3
1185,3
1239,3
1263,3
1266,3
1298,3
1328,3
1331,3
1335,3
1343,3
1352,3
1384,3
1523,3
1566,3
1573,3
1579,3
1652,3
1670,3
1680,3
1712,3
1743,3
1799,3
1828,3
1842,3
1856,3
1889,3
1903,3
1920,3
1928,3
1997,3
2017,3
2039,3
2077,3
2097,3
2176,3
2224,3
2235,3
2236,3
2292,3
2303,3
2327,3
2351,3
2363,3
2391,3
2392,3
2430,3
2439,3
2472,3
2489,3
2548,3
2616,3
2636,3
2645,3
2667,3
2671,3
2688,3
2729,3
2758,3
2770,3
2787,3
2817,3
2830,3
2877,3
2878,3
2936,3
3005,3
3017,3
3115,3
3134,3
3138,3
3187,3
3196,3
3229,3
3238,3
3302,3
3313,3
3370,3
3374,3
3379,3
3402,3
3464,3
3500,3
3540,3
3560,3
3609,3
3645,3
3720,3
3732,3
3790,3
3799,3
3810,3
3835,3
3852,3
3867,3
3876,3
3912,3
3923,3
4034,3
4059,3
4111,3
4119,3
4188,3
4247,3
4261,3
4264,3
4323,3
4326,3
4329,3
4345,3
4393,3
4402,3
4409,3
4453,3
4475,3
4481,3
4504,3
4515,3
4560,3
4624,3
4649,3
4674,3
4679,3
4689,3
4730,3
4809,3
4813,3
4881,3
4945,3
4946,3
4999,3
5051,3
5092,3
5106,3
5140,3
5170,3
5193,3
5223,3
5243,3
5265,3
5304,3
5309,3
5459,3
5461,3
5463,3
5471,3
5472,3
5490,3
5547,3
5617,3
5630,3
5642,3
5667,3
5679,3
5785,3
5791,3
5797,3
5861,3
5871,3
5892,3
5992,3
6005,3
6006,3
6054,3
6062,3
6084,3
6097,3
6122,3
6141,3
6215,3
6253,3
6265,3
6268,3
6275,3
6421,3
6460,3
6475,3
6484,3
6511,3
6515,3
6553,3
6574,3
6588,3
6604,3
6623,3
6645,3
6724,3
6749,3
6768,3
6772,3
6797,3
6802,3
6814,3
6922,3
6949,3
7013,3
7052,3
7061,3
7069,3
7078,3
7092,3
7147,3
7164,3
7166,3
7180,3
7191,3
7229,3
7293,3
7309,3
7344,3
7353,3
7419,3
7434,3
7460,3
7494,3
7513,3
7546,3
7553,3
7656,3
7673,3
7697,3
7715,3
7794,3
7840,3
7852,3
7889,3
7939,3
7950,3
7962,3
7993,3
8023,3
8034,3
8073,3
8077,3
8117,3
8143,3
8176,3
8201,3
8217,3
8237,3
8247,3
8264,3
8337,3
8348,3
8465,3
8488,3
8491,3
8516,3
8535,3
8548,3
8582,3
8591,3
8601,3
8684,3
8686,3
8692,3
8710,3
8711,3
8730,3
8738,3
8761,3
8778,3
8836,3
8848,3
8851,3
8869,3
8915,3
8922,3
8928,3
8975,3
9047,3
9054,3
9071,3
9081,3
9085,3
9202,3
9203,3
9230,3
9239,3
9241,3
9242,3
9254,3
9338,3
9383,3
9419,3
9450,3
9459,3
9500,3
9530,3
9565,3
9576,3
9577,3
9585,3
9611,3
9622,3
9691,3
9749,3
9757,3
9760,3
9761,3
9879,3
9903,3
9930,3
9943,3
9948,3
9958,3
9964,3
9974,3
10034,3
10074,3
10146,3
10186,3
10189,3
10199,3
10208,3
10235,3
10256,3
10261,3
10265,3
10315,3
10335,3
10354,3
10435,3
10458,3
10467,3
10519,3
10536,3
10539,3
10554,3
10557,3
10571,3
10614,3
10669,3
10670,3
10691,3
10709,3
10746,3
10761,3
10765,3
10775,3
10777,3
10810,3
10869,3
10887,3
10915,3
10952,3
11025,3
11058,3
11087,3
11175,3
11199,3
11228,3
11252,3
11254,3
11255,3
11271,3
11309,3
11375,3
11393,3
11448,3
11473,3
11489,3
11551,3
11579,3
11584,3
11618,3
11709,3
11713,3
11718,3
11726,3
11728,3
11774,3
11783,3
11822,3
11825,3
11872,3
11916,3
11918,3
11950,3
11981,3
12114,3
12201,3
12202,3
12236,3
12237,3
12246,3
12264,3
12269,3
12393,3
12408,3
12412,3
12417,3
12428,3
12433,3
12479,3
12485,3
12503,3
12598,3
12682,3
12702,3
12744,3
12766,3
12782,3
12787,3
12794,3
12822,3
4,4
48,4
60,4
97,4
113,4
133,4
191,4
203,4
207,4
229,4
264,4
335,4
341,4
347,4
442,4
466,4
497,4
524,4
540,4
611,4
630,4
636,4
691,4
795,4
846,4
850,4
854,4
888,4
901,4
926,4
951,4
952,4
1089,4
1093,4
1103,4
1106,4
1124,4
1135,4
1144,4
1151,4
1226,4
1386,4
1388,4
1414,4
1479,4
1484,4
1493,4
1497,4
1524,4
1549,4
1570,4
1627,4
1659,4
1710,4
1749,4
1797,4
1831,4
1833,4
1854,4
1871,4
1883,4
1925,4
2007,4
2035,4
2129,4
2139,4
2142,4
2144,4
2170,4
2177,4
2228,4
2230,4
2270,4
2273,4
2278,4
2320,4
2326,4
2359,4
2416,4
2419,4
2446,4
2474,4
2485,4
2597,4
2659,4
2707,4
2719,4
2748,4
2759,4
2764,4
2766,4
2785,4
2788,4
2849,4
2905,4
2972,4
3029,4
3032,4
3091,4
3146,4
3147,4
3154,4
3189,4
3202,4
3250,4
3256,4
3272,4
3273,4
3304,4
3308,4
3327,4
3405,4
3441,4
3570,4
3604,4
3622,4
3633,4
3640,4
3671,4
3714,4
3727,4
3746,4
3754,4
3767,4
3768,4
3769,4
3811,4
3932,4
4001,4
4014,4
4027,4
4035,4
4038,4
4096,4
4106,4
4139,4
4141,4
4161,4
4164,4
4272,4
4314,4
4334,4
4340,4
4411,4
4414,4
4486,4
4513,4
4516,4
4598,4
4667,4
4681,4
4692,4
4694,4
4715,4
4811,4
4815,4
4818,4
4839,4
4849,4
4944,4
4958,4
4967,4
4979,4
5015,4
5060,4
5068,4
5074,4
5121,4
5137,4
5175,4
5202,4
5235,4
5246,4
5316,4
5355,4
5386,4
5402,4
5421,4
5429,4
5449,4
5518,4
5554,4
5559,4
5577,4
5598,4
5683,4
5692,4
5734,4
5777,4
5822,4
5827,4
5908,4
5913,4
5936,4
6047,4
6050,4
6090,4
6102,4
6128,4
6145,4
6195,4
6201,4
6298,4
6319,4
6434,4
6437,4
6440,4
6455,4
6469,4
6485,4
6528,4
6548,4
6562,4
6569,4
6582,4
6598,4
6654,4
6731,4
6764,4
6771,4
6829,4
6878,4
6888,4
6926,4
6960,4
6985,4
6986,4
7056,4
7064,4
7082,4
7086,4
7113,4
7184,4
7188,4
7213,4
7215,4
7237,4
7291,4
7301,4
7342,4
7354,4
7377,4
7414,4
7430,4
7462,4
7496,4
7577,4
7604,4
7658,4
7688,4
7701,4
7703,4
7830,4
7865,4
7880,4
7907,4
7932,4
7938,4
7946,4
7990,4
7992,4
8008,4
8011,4
8022,4
8036,4
8053,4
8139,4
8148,4
8152,4
8197,4
8250,4
8298,4
8338,4
8339,4
8346,4
8356,4
8363,4
8426,4
8478,4
8484,4
8487,4
8517,4
8546,4
8574,4
8685,4
8740,4
8747,4
8783,4
8845,4
8852,4
8865,4
8938,4
8962,4
8978,4
8984,4
8997,4
9036,4
9055,4
9067,4
9076,4
9089,4
9122,4
9157,4
9170,4
9180,4
9207,4
9213,4
9220,4
9251,4
9322,4
9326,4
9366,4
9417,4
9476,4
9537,4
9627,4
9630,4
9648,4
9656,4
9670,4
9684,4
9706,4
9720,4
9728,4
9752,4
9860,4
9869,4
9904,4
9906,4
9929,4
9941,4
9946,4
10073,4
10077,4
10083,4
10167,4
10179,4
10217,4
10251,4
10278,4
10289,4
10368,4
10376,4
10416,4
10421,4
10438,4
10505,4
10521,4
10526,4
10548,4
10566,4
10568,4
10572,4
10582,4
10599,4
10632,4
10646,4
10710,4
10712,4
10719,4
10743,4
10843,4
10864,4
10870,4
10885,4
10890,4
10913,4
10921,4
10959,4
10971,4
11108,4
11125,4
11137,4
11194,4
11260,4
11298,4
11341,4
11343,4
11348,4
11353,4
11386,4
11461,4
11478,4
11581,4
11582,4
11586,4
11596,4
11642,4
11680,4
11683,4
11706,4
11735,4
11800,4
11836,4
11889,4
11932,4
11955,4
11985,4
11994,4
12012,4
12015,4
12095,4
12109,4
12149,4
12161,4
12194,4
12244,4
12252,4
12255,4
12268,4
12287,4
12332,4
12357,4
12401,4
12423,4
12434,4
12441,4
12447,4
12492,4
12506,4
12568,4
12586,4
12623,4
12627,4
12719,4
12726,4
12734,4
12739,4
12767,4
5,5
28,5
35,5
41,5
56,5
72,5
74,5
119,5
127,5
130,5
221,5
268,5
289,5
325,5
337,5
396,5
436,5
479,5
495,5
498,5
548,5
666,5
680,5
689,5
698,5
716,5
744,5
783,5
797,5
803,5
875,5
876,5
915,5
950,5
963,5
964,5
986,5
1032,5
1071,5
1078,5
1121,5
1152,5
1206,5
1217,5
1220,5
1292,5
1306,5
1313,5
1344,5
1389,5
1449,5
1512,5
1514,5
1543,5
1546,5
1565,5
1578,5
1580,5
1595,5
1596,5
1646,5
1662,5
1688,5
1772,5
1805,5
1809,5
1860,5
1886,5
1935,5
1976,5
1985,5
2055,5
2093,5
2096,5
2119,5
2141,5
2156,5
2191,5
2217,5
2247,5
2299,5
2309,5
2321,5
2333,5
2342,5
2370,5
2388,5
2405,5
2455,5
2500,5
2522,5
2532,5
2534,5
2550,5
2630,5
2643,5
2679,5
2681,5
2708,5
2709,5
2721,5
2756,5
2772,5
2793,5
2807,5
2860,5
2927,5
2959,5
3001,5
3023,5
3028,5
3078,5
3086,5
3169,5
3226,5
3239,5
3276,5
3314,5
3336,5
3355,5
3413,5
3419,5
3455,5
3457,5
3489,5
3507,5
3530,5
3550,5
3580,5
3594,5
3607,5
3658,5
3669,5
3755,5
3761,5
3808,5
3924,5
3927,5
3943,5
3949,5
3961,5
4010,5
4116,5
4133,5
4146,5
4155,5
4172,5
4202,5
4236,5
4281,5
4284,5
4291,5
4319,5
4343,5
4352,5
4367,5
4377,5
4419,5
4447,5
4502,5
4542,5
4546,5
4586,5
4613,5
4659,5
4700,5
4720,5
4754,5
4795,5
4805,5
4829,5
4871,5
4897,5
4952,5
4982,5
5007,5
5025,5
5056,5
5067,5
5104,5
5131,5
5167,5
5189,5
5210,5
5264,5
5268,5
5294,5
5352,5
5369,5
5392,5
5414,5
5452,5
5483,5
5526,5
5661,5
5675,5
5739,5
5741,5
5748,5
5775,5
5849,5
5858,5
5890,5
5916,5
5925,5
5995,5
6031,5
6039,5
6044,5
6087,5
6176,5
6177,5
6185,5
6227,5
6254,5
6290,5
6299,5
6361,5
6373,5
6458,5
6510,5
6541,5
6550,5
6568,5
6616,5
6640,5
6670,5
6712,5
6763,5
6775,5
6779,5
6785,5
6846,5
6883,5
6931,5
6935,5
6962,5
6990,5
7003,5
7021,5
7096,5
7146,5
7169,5
7185,5
7193,5
7230,5
7304,5
7358,5
7373,5
7415,5
7451,5
7471,5
7572,5
7575,5
7578,5
7610,5
7616,5
7646,5
7649,5
7667,5
7682,5
7853,5
7888,5
7892,5
7918,5
7937,5
7959,5
8010,5
8086,5
8088,5
8092,5
8137,5
8206,5
8275,5
8341,5
8345,5
8398,5
8407,5
8453,5
8460,5
8498,5
8529,5
8536,5
8540,5
8542,5
8547,5
8552,5
8559,5
8572,5
8603,5
8650,5
8655,5
8675,5
8691,5
8698,5
8728,5
8784,5
8789,5
8793,5
8919,5
8964,5
9002,5
9012,5
9020,5
9039,5
9102,5
9103,5
9118,5
9136,5
9143,5
9158,5
9232,5
9236,5
9313,5
9370,5
9376,5
9390,5
9449,5
9460,5
9461,5
9512,5
9533,5
9567,5
9568,5
9599,5
9613,5
9632,5
9649,5
9701,5
9707,5
9729,5
9737,5
9741,5
9767,5
9781,5
9864,5
9867,5
9987,5
10067,5
10109,5
10169,5
10206,5
10226,5
10250,5
10313,5
10411,5
10452,5
10465,5
10475,5
10484,5
10490,5
10553,5
10580,5
10587,5
10590,5
10612,5
10622,5
10637,5
10657,5
10679,5
10728,5
10834,5
11013,5
11019,5
11042,5
11050,5
11052,5
11064,5
11077,5
11113,5
11121,5
11132,5
11155,5
11157,5
11183,5
11193,5
11273,5
11274,5
11288,5
11306,5
11328,5
11331,5
11469,5
11477,5
11483,5
11520,5
11529,5
11544,5
11641,5
11661,5
11684,5
11687,5
11702,5
11722,5
11733,5
11741,5
11816,5
11827,5
11871,5
11890,5
11912,5
11956,5
11976,5
11977,5
11999,5
12004,5
12024,5
12035,5
12086,5
12137,5
12145,5
12158,5
12313,5
12343,5
12382,5
12409,5
12410,5
12413,5
12458,5
12511,5
12592,5
12614,5
12636,5
12679,5
12758,5
12777,5
12796,5
12829,5
6,6
50,6
124,6
126,6
147,6
176,6
181,6
188,6
190,6
193,6
236,6
346,6
440,6
441,6
443,6
502,6
505,6
517,6
628,6
651,6
675,6
678,6
683,6
740,6
778,6
791,6
796,6
842,6
843,6
856,6
881,6
900,6
912,6
917,6
943,6
947,6
977,6
991,6
1000,6
1024,6
1208,6
1223,6
1270,6
1275,6
1289,6
1307,6
1333,6
1338,6
1350,6
1357,6
1385,6
1413,6
1536,6
1548,6
1583,6
1588,6
1616,6
1631,6
1632,6
1638,6
1719,6
1733,6
1771,6
1789,6
1800,6
1841,6
1867,6
1872,6
1955,6
1958,6
2002,6
2045,6
2058,6
2068,6
2076,6
2105,6
2133,6
2237,6
2268,6
2274,6
2275,6
2283,6
2290,6
2353,6
2364,6
2395,6
2406,6
2498,6
2505,6
2520,6
2564,6
2573,6
2599,6
2682,6
2686,6
2687,6
2762,6
2828,6
2848,6
2880,6
2914,6
2960,6
2979,6
2984,6
2993,6
3014,6
3019,6
3039,6
3163,6
3171,6
3232,6
3241,6
3251,6
3254,6
3287,6
3288,6
3299,6
3320,6
3346,6
3364,6
3372,6
3390,6
3463,6
3532,6
3534,6
3541,6
3585,6
3634,6
3649,6
3682,6
3805,6
3825,6
3831,6
3869,6
3903,6
3917,6
3925,6
3937,6
3950,6
3976,6
3982,6
3986,6
3996,6
4024,6
4052,6
4138,6
4167,6
4189,6
4250,6
4265,6
4287,6
4354,6
4368,6
4413,6
4423,6
4449,6
4467,6
4528,6
4562,6
4636,6
4639,6
4642,6
4721,6
4728,6
4732,6
4752,6
4753,6
4779,6
4821,6
4877,6
4919,6
4973,6
4981,6
4989,6
4990,6
5023,6
5036,6
5093,6
5101,6
5150,6
5156,6
5205,6
5215,6
5298,6
5323,6
5359,6
5446,6
5474,6
5482,6
5512,6
5590,6
5592,6
5615,6
5631,6
5654,6
5656,6
5726,6
5758,6
5774,6
5789,6
5803,6
5857,6
5917,6
5972,6
5989,6
5996,6
6083,6
6124,6
6133,6
6161,6
6220,6
6232,6
6240,6
6246,6
6259,6
6271,6
6358,6
6393,6
6397,6
6538,6
6601,6
6636,6
6668,6
6713,6
6742,6
6777,6
6799,6
6813,6
6842,6
6849,6
6853,6
6872,6
6884,6
6900,6
6905,6
6933,6
6971,6
7060,6
7149,6
7168,6
7269,6
7299,6
7308,6
7314,6
7335,6
7439,6
7467,6
7482,6
7497,6
7529,6
7597,6
7621,6
7623,6
7683,6
7727,6
7739,6
7777,6
7788,6
7812,6
7821,6
7884,6
7886,6
7928,6
7960,6
8027,6
8039,6
8066,6
8131,6
8181,6
8222,6
8235,6
8262,6
8284,6
8332,6
8336,6
8344,6
8367,6
8373,6
8374,6
8405,6
8421,6
8511,6
8630,6
8631,6
8646,6
8656,6
8688,6
8713,6
8741,6
8751,6
8775,6
8810,6
8862,6
8914,6
9006,6
9042,6
9061,6
9095,6
9099,6
9116,6
9195,6
9217,6
9316,6
9321,6
9342,6
9345,6
9348,6
9404,6
9410,6
9427,6
9436,6
9443,6
9495,6
9507,6
9514,6
9562,6
9590,6
9597,6
9660,6
9694,6
9724,6
9797,6
9808,6
9845,6
9922,6
9926,6
9955,6
9961,6
9984,6
10003,6
10004,6
10041,6
10135,6
10183,6
10200,6
10202,6
10270,6
10285,6
10352,6
10449,6
10469,6
10493,6
10511,6
10540,6
10579,6
10592,6
10598,6
10601,6
10627,6
10636,6
10681,6
10731,6
10760,6
10792,6
10796,6
10845,6
10852,6
10854,6
10863,6
10931,6
10977,6
11017,6
11035,6
11072,6
11075,6
11107,6
11110,6
11156,6
11164,6
11187,6
11196,6
11202,6
11209,6
11289,6
11297,6
11404,6
11411,6
11421,6
11427,6
11456,6
11466,6
11501,6
11513,6
11543,6
11566,6
11622,6
11640,6
11643,6
11682,6
11689,6
11717,6
11746,6
11748,6
11768,6
11788,6
11814,6
11828,6
11855,6
11859,6
11939,6
11944,6
11963,6
11986,6
11989,6
11998,6
12069,6
12074,6
12090,6
12094,6
12162,6
12291,6
12327,6
12355,6
12425,6
12522,6
12540,6
12556,6
12581,6
12596,6
12617,6
12622,6
12644,6
12657,6
12669,6
12711,6
12755,6
12799,6
12801,6
8,7
156,7
187,7
227,7
255,7
287,7
291,7
300,7
309,7
359,7
377,7
392,7
435,7
451,7
453,7
545,7
563,7
577,7
582,7
655,7
672,7
692,7
700,7
745,7
770,7
793,7
836,7
858,7
883,7
920,7
930,7
953,7
956,7
1028,7
1030,7
1047,7
1048,7
1051,7
1053,7
1137,7
1145,7
1166,7
1231,7
1325,7
1434,7
1495,7
1554,7
1575,7
1587,7
1603,7
1630,7
1640,7
1683,7
1709,7
1731,7
1732,7
1735,7
1736,7
1737,7
1739,7
1814,7
1817,7
1832,7
1909,7
1979,7
2012,7
2027,7
2028,7
2030,7
2062,7
2074,7
2087,7
2095,7
2108,7
2185,7
2226,7
2251,7
2258,7
2339,7
2378,7
2400,7
2432,7
2443,7
2447,7
2476,7
2504,7
2556,7
2569,7
2625,7
3517,7
3524,7
3588,7
3590,7
3601,7
3641,7
3644,7
3707,7
3794,7
3827,7
3841,7
3870,7
3877,7
3885,7
3886,7
3946,7
3954,7
4017,7
4058,7
4120,7
4142,7
4145,7
4171,7
4178,7
4184,7
4204,7
4224,7
4253,7
4267,7
4316,7
4362,7
4371,7
4488,7
4506,7
4511,7
4554,7
4578,7
4589,7
4602,7
4664,7
4677,7
4687,7
4735,7
4738,7
4778,7
4790,7
4793,7
4861,7
4890,7
4899,7
4903,7
4910,7
4932,7
4994,7
5153,7
5186,7
5190,7
5240,7
5288,7
5296,7
5319,7
5407,7
5440,7
5444,7
5457,7
5497,7
5509,7
5514,7
5537,7
5546,7
5562,7
5648,7
5659,7
5690,7
5719,7
5746,7
5764,7
5770,7
5807,7
5852,7
5875,7
5876,7
5904,7
5942,7
5950,7
5982,7
5997,7
6046,7
6048,7
6053,7
6101,7
6208,7
6211,7
6257,7
6302,7
6309,7
6321,7
6348,7
6350,7
6389,7
6402,7
6416,7
6431,7
6471,7
6487,7
6491,7
6519,7
6524,7
6564,7
6702,7
6704,7
6710,7
6711,7
6783,7
6816,7
6855,7
6860,7
6866,7
6896,7
6965,7
7011,7
7028,7
7083,7
7132,7
7208,7
7219,7
7239,7
7273,7
7282,7
7312,7
7316,7
7336,7
7360,7
7386,7
7390,7
7404,7
7441,7
7486,7
7493,7
7498,7
7521,7
7566,7
7672,7
7675,7
7708,7
7720,7
7736,7
7770,7
7783,7
7792,7
7799,7
7836,7
7843,7
