id,Season,Decade
2454,2001,1996/2005
2455,2001,1996/2005
2456,2001,1996/2005
2457,2001,1996/2005
2458,2001,1996/2005
2459,2001,1996/2005
2460,2001,1996/2005
2461,2001,1996/2005
2462,2001,1996/2005
2463,2001,1996/2005
2464,2001,1996/2005
2465,2001,1996/2005
2466,2001,1996/2005
2467,2001,1996/2005
2468,2001,1996/2005
2469,2001,1996/2005
2470,2001,1996/2005
2471,2001,1996/2005
2472,2001,1996/2005
2473,2001,1996/2005
2474,2001,1996/2005
2475,2001,1996/2005
2476,2001,1996/2005
2477,2001,1996/2005
2478,2001,1996/2005
2479,2001,1996/2005
2480,2001,1996/2005
2481,2001,1996/2005
2482,2001,1996/2005
2483,2001,1996/2005
2484,2001,1996/2005
2485,2001,1996/2005
2486,2001,1996/2005
2487,2001,1996/2005
2488,2001,1996/2005
2489,2001,1996/2005
2490,2001,1996/2005
2491,2001,1996/2005
2492,2001,1996/2005
2493,2001,1996/2005
2494,2001,1996/2005
2495,2001,1996/2005
2496,2001,1996/2005
2497,2001,1996/2005
2498,2001,1996/2005
2499,2001,1996/2005
2500,2001,1996/2005
2501,2001,1996/2005
2502,2001,1996/2005
2503,2001,1996/2005
2504,2001,1996/2005
2505,2001,1996/2005
2506,2001,1996/2005
2507,2001,1996/2005
2508,2001,1996/2005
2509,2001,1996/2005
2510,2001,1996/2005
2511,2001,1996/2005
2512,2001,1996/2005
2513,2001,1996/2005
2514,2001,1996/2005
2515,2001,1996/2005
2516,2001,1996/2005
2517,2001,1996/2005
2518,2001,1996/2005
2519,2001,1996/2005
2520,2001,1996/2005
2521,2001,1996/2005
2522,2001,1996/2005
2523,2001,1996/2005
2524,2001,1996/2005
2525,2001,1996/2005
2526,2001,1996/2005
2527,2001,1996/2005
2528,2001,1996/2005
2529,2001,1996/2005
2530,2001,1996/2005
2531,2001,1996/2005
2532,2001,1996/2005
2533,2001,1996/2005
2534,2001,1996/2005
2535,2001,1996/2005
2536,2001,1996/2005
2537,2001,1996/2005
2538,2001,1996/2005
2539,2001,1996/2005
2540,2001,1996/2005
2541,2001,1996/2005
2542,2001,1996/2005
2543,2001,1996/2005
2544,2001,1996/2005
2545,2001,1996/2005
2546,2001,1996/2005
2547,2001,1996/2005
2548,2001,1996/2005
2549,2001,1996/2005
2550,2001,1996/2005
2551,2001,1996/2005
2552,2001,1996/2005
2553,2001,1996/2005
2554,2001,1996/2005
2555,2001,1996/2005
2556,2001,1996/2005
2557,2001,1996/2005
2558,2001,1996/2005
2559,2001,1996/2005
2560,2001,1996/2005
2561,2001,1996/2005
2562,2001,1996/2005
2563,2001,1996/2005
2564,2001,1996/2005
2565,2001,1996/2005
2566,2001,1996/2005
2567,2001,1996/2005
2568,2001,1996/2005
2569,2001,1996/2005
2570,2001,1996/2005
2571,2001,1996/2005
2572,2001,1996/2005
2573,2001,1996/2005
2574,2001,1996/2005
2575,2001,1996/2005
2576,2001,1996/2005
2577,2001,1996/2005
2578,2001,1996/2005
2579,2001,1996/2005
2580,2001,1996/2005
2581,2001,1996/2005
2582,2001,1996/2005
2583,2001,1996/2005
2584,2001,1996/2005
2585,2001,1996/2005
2586,2001,1996/2005
2587,2001,1996/2005
2588,2001,1996/2005
2589,2001,1996/2005
2590,2001,1996/2005
2591,2001,1996/2005
2592,2001,1996/2005
2593,2001,1996/2005
2594,2001,1996/2005
2595,2001,1996/2005
2596,2001,1996/2005
2597,2001,1996/2005
2598,2001,1996/2005
2599,2001,1996/2005
2600,2001,1996/2005
2601,2001,1996/2005
2602,2001,1996/2005
2603,2001,1996/2005
2604,2001,1996/2005
2605,2001,1996/2005
2606,2001,1996/2005
2607,2001,1996/2005
2608,2001,1996/2005
2609,2001,1996/2005
2610,2001,1996/2005
2611,2001,1996/2005
2612,2001,1996/2005
2613,2001,1996/2005
2614,2001,1996/2005
2615,2001,1996/2005
2616,2001,1996/2005
2617,2001,1996/2005
2618,2001,1996/2005
2619,2001,1996/2005
2620,2001,1996/2005
2621,2001,1996/2005
2622,2001,1996/2005
2623,2001,1996/2005
2624,2001,1996/2005
2625,2001,1996/2005
2626,2001,1996/2005
2627,2001,1996/2005
2628,2001,1996/2005
2629,2001,1996/2005
2630,2001,1996/2005
2631,2001,1996/2005
2632,2001,1996/2005
2633,2001,1996/2005
2634,2001,1996/2005
2635,2001,1996/2005
2636,2001,1996/2005
2637,2001,1996/2005
2638,2001,1996/2005
2639,2002,1996/2005
2640,2002,1996/2005
2641,2002,1996/2005
2642,2002,1996/2005
2643,2002,1996/2005
2644,2002,1996/2005
2645,2002,1996/2005
2646,2002,1996/2005
2647,2002,1996/2005
2648,2002,1996/2005
2649,2002,1996/2005
2650,2002,1996/2005
2651,2002,1996/2005
2652,2002,1996/2005
2653,2002,1996/2005
2654,2002,1996/2005
2655,2002,1996/2005
2656,2002,1996/2005
2657,2002,1996/2005
2658,2002,1996/2005
2659,2002,1996/2005
2660,2002,1996/2005
2661,2002,1996/2005
2662,2002,1996/2005
2663,2002,1996/2005
2664,2002,1996/2005
2665,2002,1996/2005
2666,2002,1996/2005
2667,2002,1996/2005
2668,2002,1996/2005
2669,2002,1996/2005
2670,2002,1996/2005
2671,2002,1996/2005
2672,2002,1996/2005
2673,2002,1996/2005
2674,2002,1996/2005
2675,2002,1996/2005
2676,2002,1996/2005
2677,2002,1996/2005
2678,2002,1996/2005
2679,2002,1996/2005
2680,2002,1996/2005
2681,2002,1996/2005
2682,2002,1996/2005
2683,2002,1996/2005
2684,2002,1996/2005
2685,2002,1996/2005
2686,2002,1996/2005
2687,2002,1996/2005
2688,2002,1996/2005
2689,2002,1996/2005
2690,2002,1996/2005
2691,2002,1996/2005
2692,2002,1996/2005
2693,2002,1996/2005
2694,2002,1996/2005
2695,2002,1996/2005
2696,2002,1996/2005
2697,2002,1996/2005
2698,2002,1996/2005
2699,2002,1996/2005
2700,2002,1996/2005
2701,2002,1996/2005
2702,2002,1996/2005
2703,2002,1996/2005
2704,2002,1996/2005
2705,2002,1996/2005
2706,2002,1996/2005
2707,2002,1996/2005
2708,2002,1996/2005
2709,2002,1996/2005
2710,2002,1996/2005
2711,2002,1996/2005
2712,2002,1996/2005
2713,2002,1996/2005
2714,2002,1996/2005
2715,2002,1996/2005
2716,2002,1996/2005
2717,2002,1996/2005
2718,2002,1996/2005
2719,2002,1996/2005
2720,2002,1996/2005
2721,2002,1996/2005
2722,2002,1996/2005
2723,2002,1996/2005
2724,2002,1996/2005
2725,2002,1996/2005
2726,2002,1996/2005
2727,2002,1996/2005
2728,2002,1996/2005
2729,2002,1996/2005
2730,2002,1996/2005
2731,2002,1996/2005
2732,2002,1996/2005
2733,2002,1996/2005
2734,2002,1996/2005
2735,2002,1996/2005
2736,2002,1996/2005
2737,2002,1996/2005
2738,2002,1996/2005
2739,2002,1996/2005
2740,2002,1996/2005
2741,2002,1996/2005
2742,2002,1996/2005
2743,2002,1996/2005
2744,2002,1996/2005
2745,2002,1996/2005
2746,2002,1996/2005
2747,2002,1996/2005
2748,2002,1996/2005
2749,2002,1996/2005
2750,2002,1996/2005
2751,2002,1996/2005
2752,2002,1996/2005
2753,2002,1996/2005
2754,2002,1996/2005
2755,2002,1996/2005
2756,2002,1996/2005
2757,2002,1996/2005
2758,2002,1996/2005
2759,2002,1996/2005
2760,2002,1996/2005
2761,2002,1996/2005
2762,2002,1996/2005
2763,2002,1996/2005
2764,2002,1996/2005
2765,2002,1996/2005
2766,2002,1996/2005
2767,2002,1996/2005
2768,2002,1996/2005
2769,2002,1996/2005
2770,2002,1996/2005
2771,2002,1996/2005
2772,2002,1996/2005
2773,2002,1996/2005
2774,2002,1996/2005
2775,2002,1996/2005
2776,2002,1996/2005
2777,2002,1996/2005
2778,2002,1996/2005
2779,2002,1996/2005
2780,2002,1996/2005
2781,2002,1996/2005
2782,2002,1996/2005
2783,2002,1996/2005
2784,2002,1996/2005
2785,2002,1996/2005
2786,2002,1996/2005
2787,2002,1996/2005
2788,2002,1996/2005
2789,2002,1996/2005
2790,2002,1996/2005
2791,2002,1996/2005
2792,2002,1996/2005
2793,2002,1996/2005
2794,2002,1996/2005
2795,2002,1996/2005
2796,2002,1996/2005
2797,2002,1996/2005
2798,2002,1996/2005
2799,2002,1996/2005
2800,2002,1996/2005
2801,2002,1996/2005
2802,2002,1996/2005
2803,2002,1996/2005
2804,2002,1996/2005
2805,2002,1996/2005
2806,2002,1996/2005
2807,2002,1996/2005
2808,2002,1996/2005
2809,2002,1996/2005
2810,2002,1996/2005
2811,2002,1996/2005
2812,2002,1996/2005
2813,2002,1996/2005
2814,2002,1996/2005
2815,2002,1996/2005
2816,2002,1996/2005
2817,2002,1996/2005
2818,2002,1996/2005
2819,2002,1996/2005
2820,2002,1996/2005
2821,2002,1996/2005
2822,2002,1996/2005
2823,2002,1996/2005
2824,2002,1996/2005
2825,2002,1996/2005
2826,2002,1996/2005
2827,2002,1996/2005
2828,2002,1996/2005
2829,2002,1996/2005
2830,2002,1996/2005
2831,2002,1996/2005
2832,2002,1996/2005
2833,2002,1996/2005
2834,2002,1996/2005
2835,2002,1996/2005
2836,2002,1996/2005
2837,2002,1996/2005
2838,2002,1996/2005
2839,2002,1996/2005
2840,2002,1996/2005
2841,2002,1996/2005
2842,2002,1996/2005
2843,2002,1996/2005
2844,2002,1996/2005
2845,2002,1996/2005
2846,2002,1996/2005
2847,2002,1996/2005
2848,2002,1996/2005
2849,2002,1996/2005
2850,2002,1996/2005
2851,2002,1996/2005
2852,2002,1996/2005
2853,2002,1996/2005
2854,2002,1996/2005
2855,2002,1996/2005
2856,2002,1996/2005
2857,2002,1996/2005
2858,2002,1996/2005
2859,2002,1996/2005
2860,2002,1996/2005
2861,2002,1996/2005
2862,2002,1996/2005
2863,2002,1996/2005
2864,2002,1996/2005
2865,2002,1996/2005
2866,2002,1996/2005
2867,2002,1996/2005
2868,2002,1996/2005
2869,2002,1996/2005
2870,2002,1996/2005
2871,2002,1996/2005
2872,2002,1996/2005
2873,2002,1996/2005
2874,2002,1996/2005
2875,2002,1996/2005
2876,2002,1996/2005
2877,2002,1996/2005
2878,2002,1996/2005
2879,2002,1996/2005
2880,2002,1996/2005
2881,2002,1996/2005
2882,2002,1996/2005
2883,2002,1996/2005
2884,2002,1996/2005
2885,2002,1996/2005
2886,2002,1996/2005
2887,2002,1996/2005
2888,2002,1996/2005
2889,2002,1996/2005
2890,2002,1996/2005
2891,2002,1996/2005
2892,2002,1996/2005
2893,2002,1996/2005
2894,2002,1996/2005
2895,2002,1996/2005
2896,2002,1996/2005
2897,2002,1996/2005
2898,2002,1996/2005
2899,2002,1996/2005
2900,2002,1996/2005
2901,2002,1996/2005
2902,2002,1996/2005
2903,2002,1996/2005
2904,2002,1996/2005
2905,2002,1996/2005
2906,2002,1996/2005
2907,2002,1996/2005
2908,2002,1996/2005
2909,2002,1996/2005
2910,2002,1996/2005
2911,2002,1996/2005
2912,2002,1996/2005
2913,2002,1996/2005
2914,2002,1996/2005
2915,2002,1996/2005
2916,2002,1996/2005
2917,2002,1996/2005
2918,2002,1996/2005
2919,2002,1996/2005
2920,2002,1996/2005
2921,2002,1996/2005
2922,2002,1996/2005
2923,2002,1996/2005
2924,2002,1996/2005
2925,2002,1996/2005
2926,2002,1996/2005
2927,2002,1996/2005
2928,2002,1996/2005
2929,2002,1996/2005
2930,2002,1996/2005
2931,2002,1996/2005
2932,2002,1996/2005
2933,2002,1996/2005
2934,2002,1996/2005
2935,2002,1996/2005
2936,2002,1996/2005
2937,2002,1996/2005
2938,2002,1996/2005
2939,2002,1996/2005
2940,2002,1996/2005
2941,2002,1996/2005
2942,2002,1996/2005
2943,2002,1996/2005
2944,2002,1996/2005
2945,2002,1996/2005
2946,2002,1996/2005
2947,2002,1996/2005
2948,2002,1996/2005
2949,2002,1996/2005
2950,2002,1996/2005
2951,2002,1996/2005
2952,2002,1996/2005
2953,2002,1996/2005
2954,2002,1996/2005
2955,2002,1996/2005
2956,2002,1996/2005
2957,2002,1996/2005
2958,2002,1996/2005
2959,2002,1996/2005
2960,2002,1996/2005
2961,2002,1996/2005
2962,2002,1996/2005
2963,2002,1996/2005
2964,2002,1996/2005
2965,2002,1996/2005
2966,2002,1996/2005
2967,2002,1996/2005
2968,2002,1996/2005
2969,2002,1996/2005
2970,2002,1996/2005
2971,2002,1996/2005
2972,2002,1996/2005
2973,2002,1996/2005
2974,2002,1996/2005
2975,2002,1996/2005
2976,2002,1996/2005
2977,2002,1996/2005
2978,2002,1996/2005
2979,2002,1996/2005
2980,2002,1996/2005
2981,2002,1996/2005
2982,2002,1996/2005
2983,2002,1996/2005
2984,2002,1996/2005
2985,2002,1996/2005
2986,2002,1996/2005
2987,2002,1996/2005
2988,2002,1996/2005
2989,2002,1996/2005
2990,2002,1996/2005
2991,2002,1996/2005
2992,2002,1996/2005
2993,2002,1996/2005
2994,2002,1996/2005
2995,2002,1996/2005
2996,2002,1996/2005
2997,2002,1996/2005
2998,2002,1996/2005
2999,2002,1996/2005
3000,2002,1996/2005
3001,2002,1996/2005
3002,2002,1996/2005
3003,2002,1996/2005
3004,2002,1996/2005
3005,2002,1996/2005
3006,2002,1996/2005
3007,2002,1996/2005
3008,2002,1996/2005
3009,2002,1996/2005
3010,2002,1996/2005
3011,2002,1996/2005
3012,2002,1996/2005
3013,2002,1996/2005
3014,2002,1996/2005
3015,2002,1996/2005
3016,2002,1996/2005
3017,2002,1996/2005
3018,2002,1996/2005
3019,2002,1996/2005
3020,2002,1996/2005
3021,2002,1996/2005
3022,2002,1996/2005
3023,2002,1996/2005
3024,2002,1996/2005
3025,2002,1996/2005
3026,2002,1996/2005
3027,2002,1996/2005
3028,2002,1996/2005
3029,2002,1996/2005
3030,2002,1996/2005
3031,2002,1996/2005
3032,2002,1996/2005
3033,2002,1996/2005
3034,2002,1996/2005
3035,2002,1996/2005
3036,2002,1996/2005
3037,2002,1996/2005
3038,2002,1996/2005
3039,2002,1996/2005
3040,2002,1996/2005
3041,2002,1996/2005
3042,2002,1996/2005
3043,2002,1996/2005
3044,2002,1996/2005
3045,2002,1996/2005
3046,2002,1996/2005
3047,2002,1996/2005
3048,2002,1996/2005
3049,2002,1996/2005
3050,2002,1996/2005
3051,2002,1996/2005
3052,2002,1996/2005
3053,2002,1996/2005
3054,2002,1996/2005
3055,2002,1996/2005
3056,2002,1996/2005
3057,2002,1996/2005
3058,2002,1996/2005
3059,2002,1996/2005
3060,2002,1996/2005
3061,2002,1996/2005
3062,2002,1996/2005
3063,2002,1996/2005
3064,2002,1996/2005
3065,2002,1996/2005
3066,2002,1996/2005
3067,2003,1996/2005
3068,2003,1996/2005
3069,2003,1996/2005
3070,2003,1996/2005
3071,2003,1996/2005
3072,2003,1996/2005
3073,2003,1996/2005
3074,2003,1996/2005
3075,2003,1996/2005
3076,2003,1996/2005
3077,2003,1996/2005
3078,2003,1996/2005
3079,2003,1996/2005
3080,2003,1996/2005
3081,2003,1996/2005
3082,2003,1996/2005
3083,2003,1996/2005
3084,2003,1996/2005
3085,2003,1996/2005
3086,2003,1996/2005
3087,2003,1996/2005
3088,2003,1996/2005
3089,2003,1996/2005
3090,2003,1996/2005
3091,2003,1996/2005
3092,2003,1996/2005
3093,2003,1996/2005
3094,2003,1996/2005
3095,2003,1996/2005
3096,2003,1996/2005
3097,2003,1996/2005
3098,2003,1996/2005
3099,2003,1996/2005
3100,2003,1996/2005
3101,2003,1996/2005
3102,2003,1996/2005
3103,2003,1996/2005
3104,2003,1996/2005
3105,2003,1996/2005
3106,2003,1996/2005
3107,2003,1996/2005
3108,2003,1996/2005
3109,2003,1996/2005
3110,2003,1996/2005
3111,2003,1996/2005
3112,2003,1996/2005
3113,2003,1996/2005
3114,2003,1996/2005
3115,2003,1996/2005
3116,2003,1996/2005
3117,2003,1996/2005
3118,2003,1996/2005
3119,2003,1996/2005
3120,2003,1996/2005
3121,2003,1996/2005
3122,2003,1996/2005
3123,2003,1996/2005
3124,2003,1996/2005
3125,2003,1996/2005
3126,2003,1996/2005
3127,2003,1996/2005
3128,2003,1996/2005
3129,2003,1996/2005
3130,2003,1996/2005
3131,2003,1996/2005
3132,2003,1996/2005
3133,2003,1996/2005
3134,2003,1996/2005
3135,2003,1996/2005
3136,2003,1996/2005
3137,2003,1996/2005
3138,2003,1996/2005
3139,2003,1996/2005
3140,2003,1996/2005
3141,2003,1996/2005
3142,2003,1996/2005
3143,2003,1996/2005
3144,2003,1996/2005
3145,2003,1996/2005
3146,2003,1996/2005
3147,2003,1996/2005
3148,2003,1996/2005
3149,2003,1996/2005
3150,2003,1996/2005
3151,2003,1996/2005
3152,2003,1996/2005
3153,2003,1996/2005
3154,2003,1996/2005
3155,2003,1996/2005
3156,2003,1996/2005
3157,2003,1996/2005
3158,2003,1996/2005
3159,2003,1996/2005
3160,2003,1996/2005
3161,2003,1996/2005
3162,2003,1996/2005
3163,2003,1996/2005
3164,2003,1996/2005
3165,2003,1996/2005
3166,2003,1996/2005
3167,2003,1996/2005
3168,2003,1996/2005
3169,2003,1996/2005
3170,2003,1996/2005
3171,2003,1996/2005
3172,2003,1996/2005
3173,2003,1996/2005
3174,2003,1996/2005
3175,2003,1996/2005
3176,2003,1996/2005
3177,2003,1996/2005
3178,2003,1996/2005
3179,2003,1996/2005
3180,2003,1996/2005
3181,2003,1996/2005
3182,2003,1996/2005
3183,2003,1996/2005
3184,2003,1996/2005
3185,2003,1996/2005
3186,2003,1996/2005
3187,2003,1996/2005
3188,2003,1996/2005
3189,2003,1996/2005
3190,2003,1996/2005
3191,2003,1996/2005
3192,2003,1996/2005
3193,2003,1996/2005
3194,2003,1996/2005
3195,2003,1996/2005
3196,2003,1996/2005
3197,2003,1996/2005
3198,2003,1996/2005
3199,2003,1996/2005
3200,2003,1996/2005
3201,2003,1996/2005
3202,2003,1996/2005
3203,2003,1996/2005
3204,2003,1996/2005
3205,2003,1996/2005
3206,2003,1996/2005
3207,2003,1996/2005
3208,2003,1996/2005
3209,2003,1996/2005
3210,2003,1996/2005
3211,2003,1996/2005
3212,2003,1996/2005
3213,2003,1996/2005
3214,2003,1996/2005
3215,2003,1996/2005
3216,2003,1996/2005
3217,2003,1996/2005
3218,2003,1996/2005
3219,2003,1996/2005
3220,2003,1996/2005
3221,2003,1996/2005
3222,2003,1996/2005
3223,2003,1996/2005
3224,2003,1996/2005
3225,2003,1996/2005
3226,2003,1996/2005
3227,2003,1996/2005
3228,2003,1996/2005
3229,2003,1996/2005
3230,2003,1996/2005
3231,2003,1996/2005
3232,2003,1996/2005
3233,2003,1996/2005
3234,2003,1996/2005
3235,2003,1996/2005
3236,2003,1996/2005
3237,2003,1996/2005
3238,2003,1996/2005
3239,2003,1996/2005
3240,2003,1996/2005
3241,2003,1996/2005
3242,2003,1996/2005
3243,2003,1996/2005
3244,2003,1996/2005
3245,2003,1996/2005
3246,2003,1996/2005
3247,2003,1996/2005
3248,2003,1996/2005
3249,2003,1996/2005
3250,2003,1996/2005
3251,2003,1996/2005
3252,2003,1996/2005
3253,2003,1996/2005
3254,2003,1996/2005
3255,2003,1996/2005
3256,2003,1996/2005
3257,2003,1996/2005
3258,2003,1996/2005
3259,2003,1996/2005
3260,2003,1996/2005
3261,2003,1996/2005
3262,2003,1996/2005
3263,2003,1996/2005
3264,2003,1996/2005
3265,2003,1996/2005
3266,2003,1996/2005
3267,2003,1996/2005
3268,2003,1996/2005
3269,2003,1996/2005
3270,2003,1996/2005
3271,2003,1996/2005
3272,2003,1996/2005
3273,2003,1996/2005
3274,2003,1996/2005
3275,2003,1996/2005
3276,2003,1996/2005
3277,2003,1996/2005
3278,2003,1996/2005
3279,2003,1996/2005
3280,2003,1996/2005
3281,2003,1996/2005
3282,2003,1996/2005
3283,2003,1996/2005
3284,2003,1996/2005
3285,2003,1996/2005
3286,2003,1996/2005
3287,2003,1996/2005
3288,2003,1996/2005
3289,2003,1996/2005
3290,2003,1996/2005
3291,2003,1996/2005
3292,2003,1996/2005
3293,2003,1996/2005
3294,2003,1996/2005
3295,2003,1996/2005
3296,2003,1996/2005
3297,2003,1996/2005
3298,2003,1996/2005
3299,2003,1996/2005
3300,2003,1996/2005
3301,2003,1996/2005
3302,2003,1996/2005
3303,2003,1996/2005
3304,2003,1996/2005
3305,2003,1996/2005
3306,2003,1996/2005
3307,2003,1996/2005
3308,2003,1996/2005
3309,2003,1996/2005
3310,2003,1996/2005
3311,2003,1996/2005
3312,2003,1996/2005
3313,2003,1996/2005
3314,2003,1996/2005
3315,2003,1996/2005
3316,2003,1996/2005
3317,2003,1996/2005
3318,2003,1996/2005
3319,2003,1996/2005
3320,2003,1996/2005
3321,2003,1996/2005
3322,2003,1996/2005
3323,2003,1996/2005
3324,2003,1996/2005
3325,2003,1996/2005
3326,2003,1996/2005
3327,2003,1996/2005
3328,2003,1996/2005
3329,2003,1996/2005
3330,2003,1996/2005
3331,2003,1996/2005
3332,2003,1996/2005
3333,2003,1996/2005
3334,2003,1996/2005
3335,2003,1996/2005
3336,2003,1996/2005
3337,2003,1996/2005
3338,2003,1996/2005
3339,2003,1996/2005
3340,2003,1996/2005
3341,2003,1996/2005
3342,2003,1996/2005
3343,2003,1996/2005
3344,2003,1996/2005
3345,2003,1996/2005
3346,2003,1996/2005
3347,2003,1996/2005
3348,2003,1996/2005
3349,2003,1996/2005
3350,2003,1996/2005
3351,2003,1996/2005
3352,2003,1996/2005
3353,2003,1996/2005
3354,2003,1996/2005
3355,2003,1996/2005
3356,2003,1996/2005
3357,2003,1996/2005
3358,2003,1996/2005
3359,2003,1996/2005
3360,2003,1996/2005
3361,2003,1996/2005
3362,2003,1996/2005
3363,2003,1996/2005
3364,2003,1996/2005
3365,2003,1996/2005
3366,2003,1996/2005
3367,2003,1996/2005
3368,2003,1996/2005
3369,2003,1996/2005
3370,2003,1996/2005
3371,2003,1996/2005
3372,2003,1996/2005
3373,2003,1996/2005
3374,2003,1996/2005
3375,2003,1996/2005
3376,2003,1996/2005
3377,2003,1996/2005
3378,2003,1996/2005
3379,2003,1996/2005
3380,2003,1996/2005
3381,2003,1996/2005
3382,2003,1996/2005
3383,2003,1996/2005
3384,2003,1996/2005
3385,2003,1996/2005
3386,2003,1996/2005
3387,2003,1996/2005
3388,2003,1996/2005
3389,2003,1996/2005
3390,2003,1996/2005
3391,2003,1996/2005
3392,2003,1996/2005
3393,2003,1996/2005
3394,2003,1996/2005
3395,2003,1996/2005
3396,2003,1996/2005
3397,2003,1996/2005
3398,2003,1996/2005
3399,2003,1996/2005
3400,2003,1996/2005
3401,2003,1996/2005
3402,2003,1996/2005
3403,2003,1996/2005
3404,2003,1996/2005
3405,2003,1996/2005
3406,2003,1996/2005
3407,2003,1996/2005
3408,2003,1996/2005
3409,2003,1996/2005
3410,2003,1996/2005
3411,2003,1996/2005
3412,2003,1996/2005
3413,2003,1996/2005
3414,2003,1996/2005
3415,2003,1996/2005
3416,2003,1996/2005
3417,2003,1996/2005
3418,2003,1996/2005
3419,2003,1996/2005
3420,2003,1996/2005
3421,2003,1996/2005
3422,2003,1996/2005
3423,2003,1996/2005
3424,2003,1996/2005
3425,2003,1996/2005
3426,2003,1996/2005
3427,2003,1996/2005
3428,2003,1996/2005
3429,2003,1996/2005
3430,2003,1996/2005
3431,2003,1996/2005
3432,2003,1996/2005
3433,2003,1996/2005
3434,2003,1996/2005
3435,2003,1996/2005
3436,2003,1996/2005
3437,2003,1996/2005
3438,2003,1996/2005
3439,2003,1996/2005
3440,2003,1996/2005
3441,2003,1996/2005
3442,2003,1996/2005
3443,2003,1996/2005
3444,2003,1996/2005
3445,2003,1996/2005
3446,2003,1996/2005
3447,2003,1996/2005
3448,2003,1996/2005
3449,2003,1996/2005
3450,2003,1996/2005
3451,2003,1996/2005
3452,2003,1996/2005
3453,2003,1996/2005
3454,2003,1996/2005
3455,2003,1996/2005
3456,2003,1996/2005
3457,2003,1996/2005
3458,2003,1996/2005
3459,2003,1996/2005
3460,2003,1996/2005
3461,2003,1996/2005
3462,2003,1996/2005
3463,2003,1996/2005
3464,2003,1996/2005
3465,2003,1996/2005
3466,2003,1996/2005
3467,2003,1996/2005
3468,2003,1996/2005
3469,2003,1996/2005
3470,2003,1996/2005
3471,2003,1996/2005
3472,2003,1996/2005
3473,2003,1996/2005
3474,2003,1996/2005
3475,2003,1996/2005
3476,2003,1996/2005
3477,2003,1996/2005
3478,2003,1996/2005
3479,2003,1996/2005
3480,2003,1996/2005
3481,2003,1996/2005
3482,2003,1996/2005
3483,2003,1996/2005
3484,2003,1996/2005
3485,2003,1996/2005
3486,2003,1996/2005
3487,2003,1996/2005
3488,2003,1996/2005
3489,2003,1996/2005
3490,2003,1996/2005
3491,2003,1996/2005
3492,2003,1996/2005
3493,2003,1996/2005
3494,2003,1996/2005
3495,2003,1996/2005
3496,2003,1996/2005
3497,2003,1996/2005
3498,2003,1996/2005
3499,2003,1996/2005
3500,2003,1996/2005
3501,2003,1996/2005
3502,2003,1996/2005
3503,2003,1996/2005
3504,2003,1996/2005
3505,2003,1996/2005
3506,2003,1996/2005
3507,2003,1996/2005
3508,2003,1996/2005
3509,2004,1996/2005
3510,2004,1996/2005
3511,2004,1996/2005
3512,2004,1996/2005
3513,2004,1996/2005
3514,2004,1996/2005
3515,2004,1996/2005
3516,2004,1996/2005
3517,2004,1996/2005
3518,2004,1996/2005
3519,2004,1996/2005
3520,2004,1996/2005
3521,2004,1996/2005
3522,2004,1996/2005
3523,2004,1996/2005
3524,2004,1996/2005
3525,2004,1996/2005
3526,2004,1996/2005
3527,2004,1996/2005
3528,2004,1996/2005
3529,2004,1996/2005
3530,2004,1996/2005
3531,2004,1996/2005
3532,2004,1996/2005
3533,2004,1996/2005
3534,2004,1996/2005
3535,2004,1996/2005
3536,2004,1996/2005
3537,2004,1996/2005
3538,2004,1996/2005
3539,2004,1996/2005
3540,2004,1996/2005
3541,2004,1996/2005
3542,2004,1996/2005
3543,2004,1996/2005
3544,2004,1996/2005
3545,2004,1996/2005
3546,2004,1996/2005
3547,2004,1996/2005
3548,2004,1996/2005
3549,2004,1996/2005
3550,2004,1996/2005
3551,2004,1996/2005
3552,2004,1996/2005
3553,2004,1996/2005
3554,2004,1996/2005
3555,2004,1996/2005
3556,2004,1996/2005
3557,2004,1996/2005
3558,2004,1996/2005
3559,2004,1996/2005
3560,2004,1996/2005
3561,2004,1996/2005
3562,2004,1996/2005
3563,2004,1996/2005
3564,2004,1996/2005
3565,2004,1996/2005
3566,2004,1996/2005
3567,2004,1996/2005
3568,2004,1996/2005
3569,2004,1996/2005
3570,2004,1996/2005
3571,2004,1996/2005
3572,2004,1996/2005
3573,2004,1996/2005
3574,2004,1996/2005
3575,2004,1996/2005
3576,2004,1996/2005
3577,2004,1996/2005
3578,2004,1996/2005
3579,2004,1996/2005
3580,2004,1996/2005
3581,2004,1996/2005
3582,2004,1996/2005
3583,2004,1996/2005
3584,2004,1996/2005
3585,2004,1996/2005
3586,2004,1996/2005
3587,2004,1996/2005
3588,2004,1996/2005
3589,2004,1996/2005
3590,2004,1996/2005
3591,2004,1996/2005
3592,2004,1996/2005
3593,2004,1996/2005
3594,2004,1996/2005
3595,2004,1996/2005
3596,2004,1996/2005
3597,2004,1996/2005
3598,2004,1996/2005
3599,2004,1996/2005
3600,2004,1996/2005
3601,2004,1996/2005
3602,2004,1996/2005
3603,2004,1996/2005
3604,2004,1996/2005
3605,2004,1996/2005
3606,2004,1996/2005
3607,2004,1996/2005
3608,2004,1996/2005
3609,2004,1996/2005
3610,2004,1996/2005
3611,2004,1996/2005
3612,2004,1996/2005
3613,2004,1996/2005
3614,2004,1996/2005
3615,2004,1996/2005
3616,2004,1996/2005
3617,2004,1996/2005
3618,2004,1996/2005
